srcip_private,srcip_public,srcip_default,dstip_private,dstip_public,dstip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chargen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp2,sport_ldaps,sport_cups,sport_imap4_ssl,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_irc,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chargen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp2,dport_ldaps,dport_cups,dport_imap4_ssl,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_irc,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_icmp,protocol_igmp,protocol_other,tcpflags_URG,tcpflags_ACK,tcpflags_PSH,tcpflags_RST,tcpflags_SYN,tcpflags_FIN,srctos_zero,srctos_192,srctos_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,outcome
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,55,0,0,0,0,0,0,0,0,0,2,0,25,26,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,134,27,0,0,0,0,254,0,0,0,0,0,207,0,0,0,0,47,180,27,0,0,47,44,163,0,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,78,0,0,0,0,0,0,0,0,8,9,0,6,36,0,0,0,36,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,119,30,0,0,0,0,254,0,0,0,0,0,213,0,0,0,0,59,142,46,7,0,41,76,130,7,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,60,0,0,0,0,0,0,0,0,0,6,0,11,41,0,0,0,51,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,126,106,22,0,0,0,0,254,0,0,0,0,0,213,0,0,0,0,41,144,54,15,0,41,30,168,15,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,89,0,0,0,0,0,0,0,0,0,0,0,9,25,0,0,0,42,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,93,130,31,0,0,0,0,254,0,0,0,0,0,213,0,0,0,0,48,150,22,34,0,41,47,132,34,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,49,0,0,0,0,0,0,0,0,16,0,0,16,30,0,0,0,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,95,120,39,0,0,0,0,254,0,0,0,0,0,212,0,0,0,0,51,161,40,2,0,42,69,141,2,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,68,0,0,0,0,0,0,0,0,0,5,0,17,54,0,0,0,62,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,75,31,0,0,0,0,254,0,0,0,0,0,193,0,0,0,0,61,137,42,14,0,61,24,155,14,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,190,62,2,0,0,0,0,0,0,0,0,0,0,19,35,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,98,24,0,0,0,0,254,0,0,0,0,0,207,0,0,0,0,52,176,20,6,2,45,51,150,6,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,57,0,0,0,0,0,0,0,0,0,0,0,15,28,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,67,144,43,0,0,0,0,254,0,0,0,0,0,222,0,0,0,0,32,163,46,13,0,32,37,156,29,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,68,0,0,0,0,0,0,0,0,6,0,0,9,37,0,0,0,40,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,114,103,37,0,0,0,0,254,0,0,0,0,0,205,0,0,0,0,57,141,51,5,0,49,55,144,6,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,177,75,2,0,0,0,0,0,0,0,0,0,0,10,36,0,0,0,39,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,44,0,0,0,0,254,0,0,0,0,0,208,0,0,0,0,46,167,41,0,0,46,37,171,0,background
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,200,50,4,0,0,0,0,0,0,0,0,0,0,27,40,0,0,0,46,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,82,40,0,0,0,0,254,0,0,0,0,0,199,0,0,0,3,56,145,40,10,4,51,50,139,10,background
6,248,0,2,248,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,211,37,6,0,0,0,0,0,0,0,13,17,0,6,31,0,0,0,32,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,98,34,0,0,0,0,254,0,0,0,0,0,208,0,0,0,1,59,127,64,3,2,44,81,124,3,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,63,0,0,0,0,0,0,0,0,8,5,0,5,42,0,0,0,31,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,100,37,0,0,0,0,254,0,0,0,0,0,195,0,0,0,0,78,130,46,0,0,59,63,132,0,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,44,0,0,0,0,0,0,0,0,14,11,0,10,42,0,0,0,41,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,102,19,0,0,0,0,254,0,0,0,0,0,212,0,0,0,0,81,99,55,19,0,42,62,131,19,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,59,0,0,0,0,0,0,0,0,39,0,0,5,40,0,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,99,34,0,0,0,0,254,0,0,0,0,0,210,0,0,0,0,80,102,59,13,0,44,119,78,13,background
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,196,54,4,0,0,0,0,0,0,0,32,0,0,11,43,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,89,27,0,0,0,0,254,0,0,0,0,0,201,0,0,0,0,92,102,54,6,0,53,90,105,6,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,51,0,0,0,0,0,0,0,0,38,0,0,10,38,0,0,0,52,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,70,31,0,0,0,0,254,0,0,0,0,0,203,0,0,0,0,83,108,53,10,0,51,94,99,10,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,64,0,0,0,0,0,0,0,0,43,5,0,20,34,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,69,34,0,0,0,0,254,0,0,0,0,0,219,0,0,0,0,60,126,65,3,0,35,95,121,3,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,48,0,0,0,0,0,0,0,0,74,18,0,19,19,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,81,24,0,0,0,0,254,0,0,0,0,0,232,0,0,0,0,51,84,101,18,0,22,134,80,18,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,55,0,0,0,0,0,0,0,0,35,5,0,14,30,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,97,34,0,0,0,0,254,0,0,0,0,0,213,0,0,0,0,77,118,53,6,0,41,107,100,6,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,50,0,0,0,0,0,0,0,0,60,0,0,4,38,0,0,0,29,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,59,52,0,0,0,0,254,0,0,0,0,0,202,0,0,0,0,71,105,78,0,0,52,115,87,0,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,74,0,0,0,0,0,0,0,0,59,10,0,20,41,0,0,0,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,67,22,0,0,0,0,254,0,0,0,0,0,213,0,0,0,0,73,99,72,10,0,41,106,97,10,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,43,0,0,0,0,0,0,0,0,2,0,0,32,26,0,0,0,34,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,106,20,0,0,0,0,254,0,0,0,0,0,220,0,0,0,0,34,145,60,15,0,34,36,169,15,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,55,0,0,0,0,0,0,0,0,4,5,0,22,21,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76,145,33,0,0,0,0,254,0,0,0,0,0,216,0,0,0,0,51,163,40,0,0,38,64,149,3,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,71,0,0,0,0,0,0,0,0,8,0,0,12,35,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,100,134,20,0,0,0,0,254,0,0,0,0,0,211,0,0,0,0,58,147,31,18,0,43,64,118,29,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,81,0,0,0,0,0,0,0,0,16,0,0,7,25,0,0,0,36,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,100,121,33,0,0,0,0,254,0,0,0,0,0,214,0,0,0,0,57,142,36,19,0,40,93,97,24,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,72,0,0,0,0,0,0,0,0,6,3,0,10,35,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,124,26,0,0,0,0,254,0,0,0,0,0,201,0,0,0,0,66,159,25,4,0,53,77,120,4,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,65,0,0,0,0,0,0,0,0,0,6,0,6,35,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,84,143,27,0,0,0,0,254,0,0,0,0,0,209,0,0,0,0,50,139,46,19,0,45,48,131,30,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,52,0,0,0,0,0,0,0,0,4,36,0,9,23,0,0,0,30,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,136,99,19,0,0,0,0,254,0,0,0,0,0,219,0,0,0,0,46,108,57,43,0,35,43,125,51,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,46,0,0,0,0,0,0,0,0,24,6,0,1,49,0,0,0,44,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,128,104,22,0,0,0,0,254,0,0,0,0,0,205,0,0,0,0,94,90,52,18,0,49,87,89,29,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,32,2,0,0,0,0,0,0,0,25,0,0,15,36,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,135,93,26,0,0,0,0,254,0,0,0,0,0,212,0,0,0,0,75,124,39,16,2,40,75,117,20,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,192,60,2,0,0,0,0,0,0,0,9,2,0,12,48,0,0,0,74,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,159,85,10,0,0,0,0,254,0,0,0,0,0,195,0,0,0,0,74,131,32,17,0,59,63,101,31,background
4,250,0,4,250,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,193,57,4,0,0,0,0,0,0,0,8,4,0,21,54,0,0,0,30,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,129,96,29,0,0,0,0,254,0,0,0,0,0,195,0,0,0,4,82,98,48,22,4,55,53,113,29,background
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158,92,4,0,0,0,0,0,0,0,32,16,0,20,42,0,0,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,86,24,0,0,0,0,254,0,0,0,0,0,200,0,0,0,0,89,87,53,25,0,54,87,88,25,background
2,252,0,2,252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,189,63,2,0,0,0,0,0,0,0,26,7,0,30,38,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,77,12,0,0,0,0,254,0,0,0,0,0,206,0,0,0,0,72,120,42,20,2,46,80,106,20,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,36,0,0,0,0,0,0,0,0,58,8,0,47,13,0,0,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,85,23,0,0,0,0,254,0,0,0,0,0,233,0,0,0,0,43,130,80,1,0,21,120,112,1,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,192,62,0,0,0,0,0,0,0,0,9,45,0,11,22,0,0,0,31,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,95,33,0,0,0,0,254,0,0,0,0,0,226,0,0,0,0,36,151,27,40,0,28,60,126,40,background
4,250,0,0,250,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,173,77,4,0,0,0,0,0,0,0,20,8,0,9,40,0,0,0,33,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,117,9,0,0,0,0,254,0,0,0,0,0,200,0,0,0,0,84,107,57,6,0,54,79,115,6,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,82,0,0,0,0,0,0,0,0,0,3,0,11,40,0,0,0,47,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,84,48,0,0,0,0,254,0,0,0,0,0,198,0,0,0,0,62,167,25,0,0,56,42,156,0,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,74,0,0,0,0,0,0,0,0,0,5,0,11,40,0,0,0,51,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,118,115,21,0,0,0,0,254,0,0,0,0,0,208,0,0,0,0,46,144,43,21,0,46,39,148,21,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,72,0,0,0,0,0,0,0,0,5,8,0,13,26,0,0,0,24,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,99,131,24,0,0,0,0,254,0,0,0,0,0,212,0,0,0,0,49,139,41,25,0,42,69,118,25,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,67,0,0,0,0,0,0,0,0,1,2,0,11,23,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,62,158,34,0,0,0,0,254,0,0,0,0,0,218,0,0,0,0,48,140,37,29,0,36,52,137,29,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,71,0,0,0,0,0,0,0,0,16,5,0,12,24,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,84,154,16,0,0,0,0,254,0,0,0,0,0,217,0,0,0,0,64,85,50,55,0,37,83,79,55,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,80,0,0,0,0,0,0,0,0,23,0,0,3,29,0,0,0,39,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,92,48,0,0,0,0,254,0,0,0,0,0,209,0,0,0,0,85,108,51,10,0,45,106,93,10,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,213,41,0,0,0,0,0,0,0,0,16,12,0,8,32,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,136,23,0,0,0,0,254,0,0,0,0,0,209,0,0,0,0,55,125,67,7,0,45,88,114,7,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,76,0,0,0,0,0,0,0,0,15,0,0,13,35,0,0,0,49,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,123,112,19,0,0,0,0,254,0,0,0,0,0,215,0,0,0,0,62,90,68,34,0,39,58,123,34,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,71,0,0,0,0,0,0,0,0,0,0,0,11,47,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,130,87,37,0,0,0,0,254,0,0,0,0,0,199,0,0,0,0,56,137,51,10,0,55,51,138,10,background
0,254,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,47,0,0,0,0,0,0,0,0,13,5,0,20,60,0,0,0,55,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,60,24,0,0,0,0,254,0,0,0,0,0,190,0,0,0,0,91,112,51,0,0,64,65,125,0,background
