srcip_private,srcip_public,srcip_default,dstip_private,dstip_public,dstip_default,sport_zero,sport_multiplex,sport_echo,sport_discard,sport_daytime,sport_quote,sport_chargen,sport_ftp_data,sport_ftp_control,sport_ssh,sport_telnet,sport_smtp,sport_dns,sport_bootp,sport_gopher,sport_finger,sport_http,sport_kerberos,sport_pop3,sport_nntp,sport_ntp,sport_netbios,sport_imap4,sport_snmp,sport_ldap,sport_https,sport_mds,sport_kpasswd,sport_smtp_ssl,sport_syslog,sport_smtp2,sport_ldaps,sport_cups,sport_imap4_ssl,sport_socks,sport_openvpn,sport_mssql,sport_citrix,sport_oracle,sport_rapservice,sport_msnmessenger,sport_mgc,sport_mysql,sport_metasploit,sport_emule,sport_xmpp,sport_irc,sport_bittorrent,sport_http2,sport_reserved,sport_register,sport_private,dport_zero,dport_multiplex,dport_echo,dport_discard,dport_daytime,dport_quote,dport_chargen,dport_ftp_data,dport_ftp_control,dport_ssh,dport_telnet,dport_smtp,dport_dns,dport_bootp,dport_gopher,dport_finger,dport_http,dport_kerberos,dport_pop3,dport_nntp,dport_ntp,dport_netbios,dport_imap4,dport_snmp,dport_ldap,dport_https,dport_mds,dport_kpasswd,dport_smtp_ssl,dport_syslog,dport_smtp2,dport_ldaps,dport_cups,dport_imap4_ssl,dport_socks,dport_openvpn,dport_mssql,dport_citrix,dport_oracle,dport_rapservice,dport_msnmessenger,dport_mgc,dport_mysql,dport_metasploit,dport_emule,dport_xmpp,dport_irc,dport_bittorrent,dport_http2,dport_reserved,dport_register,dport_private,protocol_tcp,protocol_udp,protocol_icmp,protocol_igmp,protocol_other,tcpflags_URG,tcpflags_ACK,tcpflags_PSH,tcpflags_RST,tcpflags_SYN,tcpflags_FIN,srctos_zero,srctos_192,srctos_other,npackets_verylow,npackets_low,npackets_medium,npackets_high,npackets_veryhigh,nbytes_verylow,nbytes_low,nbytes_medium,nbytes_high,nbytes_veryhigh,label_background,label_analysis,label_backdoor,label_dos,label_exploit,label_fuzzer,label_generic,label_reconnaissance,label_shellcode,label_worm,label_attack
24.0,3030.0,0.0,16.0,3030.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,2110.0,900.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,20.0,0.0,124.0,584.0,0.0,0.0,0.0,374.0,2.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,1540.0,1154.0,360.0,0.0,0.0,0.0,0.0,3054.0,0.0,0.0,0.0,0.0,0.0,2082.0,0.0,0.0,0.0,40.0,1212.0,1234.0,462.0,106.0,28.0,940.0,640.0,1236.0,210.0,2904.0,0.0,0.0,4.0,10.0,126.0,2.0,8.0,0.0,0.0,150.0
24.0,2834.0,0.0,16.0,2834.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,54.0,2022.0,782.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,44.0,0.0,148.0,532.0,0.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,1330.0,1206.0,322.0,0.0,0.0,0.0,0.0,2858.0,0.0,0.0,0.0,0.0,0.0,1906.0,0.0,0.0,0.0,38.0,1056.0,1302.0,402.0,60.0,18.0,876.0,532.0,1302.0,130.0,2854.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
28.0,2744.0,0.0,20.0,2744.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2072.0,670.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,62.0,0.0,122.0,548.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,1312.0,1166.0,294.0,0.0,0.0,0.0,0.0,2772.0,0.0,0.0,0.0,0.0,0.0,1940.0,0.0,0.0,0.0,8.0,968.0,1254.0,476.0,66.0,12.0,814.0,452.0,1364.0,130.0,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2880.0,0.0,20.0,2880.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2190.0,690.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,142.0,564.0,0.0,0.0,0.0,284.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,1368.0,1220.0,320.0,0.0,0.0,0.0,0.0,2908.0,0.0,0.0,0.0,0.0,0.0,2052.0,0.0,0.0,0.0,8.0,1102.0,1216.0,522.0,60.0,16.0,840.0,626.0,1298.0,128.0,2908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2756.0,0.0,16.0,2756.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2124.0,632.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,60.0,0.0,142.0,552.0,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,0.0,1304.0,1164.0,312.0,0.0,0.0,0.0,0.0,2780.0,0.0,0.0,0.0,0.0,0.0,1972.0,0.0,0.0,0.0,8.0,960.0,1248.0,504.0,60.0,12.0,796.0,438.0,1418.0,116.0,2780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2762.0,0.0,20.0,2762.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2058.0,704.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,92.0,0.0,118.0,558.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,1366.0,1156.0,268.0,0.0,0.0,0.0,0.0,2790.0,0.0,0.0,0.0,0.0,0.0,1944.0,0.0,0.0,0.0,8.0,1084.0,1048.0,578.0,72.0,16.0,830.0,536.0,1288.0,120.0,2790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2834.0,0.0,20.0,2834.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,36.0,2082.0,744.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,74.0,0.0,126.0,608.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,1450.0,1136.0,276.0,0.0,0.0,0.0,0.0,2862.0,0.0,0.0,0.0,0.0,0.0,1934.0,0.0,0.0,0.0,8.0,1190.0,738.0,856.0,70.0,16.0,852.0,586.0,1254.0,154.0,2862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2616.0,0.0,16.0,2616.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1940.0,676.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,68.0,0.0,112.0,552.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1284.0,1104.0,252.0,0.0,0.0,0.0,0.0,2640.0,0.0,0.0,0.0,0.0,0.0,1848.0,0.0,0.0,0.0,8.0,1016.0,790.0,760.0,66.0,12.0,780.0,602.0,1132.0,114.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2554.0,0.0,20.0,2554.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1912.0,642.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,122.0,502.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,1188.0,1142.0,252.0,0.0,0.0,0.0,0.0,2582.0,0.0,0.0,0.0,0.0,0.0,1788.0,0.0,0.0,0.0,8.0,962.0,846.0,710.0,56.0,16.0,778.0,588.0,1098.0,102.0,2582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2704.0,0.0,20.0,2704.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2042.0,662.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,40.0,0.0,106.0,508.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,36.0,0.0,1222.0,1290.0,220.0,0.0,0.0,0.0,0.0,2732.0,0.0,0.0,0.0,0.0,0.0,1908.0,0.0,0.0,0.0,8.0,1110.0,844.0,734.0,36.0,16.0,808.0,774.0,1070.0,64.0,2732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,2560.0,0.0,16.0,2560.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1942.0,618.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,22.0,0.0,142.0,600.0,0.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1320.0,1048.0,216.0,0.0,0.0,0.0,0.0,2584.0,0.0,0.0,0.0,0.0,0.0,1766.0,0.0,0.0,0.0,8.0,954.0,828.0,732.0,62.0,12.0,804.0,474.0,1168.0,126.0,2584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2670.0,0.0,20.0,2670.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,30.0,2032.0,636.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,28.0,0.0,112.0,546.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1270.0,1194.0,234.0,0.0,0.0,0.0,0.0,2698.0,0.0,0.0,0.0,0.0,0.0,1824.0,0.0,0.0,0.0,12.0,1086.0,874.0,674.0,52.0,16.0,828.0,668.0,1076.0,110.0,2698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2592.0,0.0,20.0,2592.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1944.0,644.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,24.0,0.0,104.0,496.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1164.0,1202.0,254.0,0.0,0.0,0.0,0.0,2620.0,0.0,0.0,0.0,0.0,0.0,1782.0,0.0,0.0,0.0,14.0,1008.0,878.0,674.0,46.0,18.0,778.0,676.0,1056.0,92.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2642.0,0.0,12.0,2642.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1956.0,676.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,10.0,0.0,124.0,586.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1308.0,1156.0,198.0,0.0,0.0,0.0,0.0,2662.0,0.0,0.0,0.0,0.0,0.0,1796.0,0.0,0.0,0.0,16.0,1022.0,848.0,706.0,70.0,10.0,838.0,556.0,1136.0,122.0,2662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2740.0,0.0,20.0,2740.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2036.0,700.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,18.0,0.0,108.0,496.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,0.0,1172.0,1314.0,282.0,0.0,0.0,0.0,0.0,2768.0,0.0,0.0,0.0,0.0,0.0,1932.0,0.0,0.0,0.0,14.0,1030.0,1036.0,654.0,34.0,18.0,812.0,762.0,1068.0,108.0,2768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,3292.0,0.0,20.0,3292.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2406.0,880.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,18.0,0.0,98.0,546.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,0.0,1260.0,1856.0,204.0,0.0,0.0,0.0,0.0,3320.0,0.0,0.0,0.0,0.0,0.0,2464.0,0.0,0.0,0.0,12.0,1110.0,1730.0,432.0,36.0,16.0,820.0,1240.0,1084.0,160.0,3320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,3302.0,0.0,16.0,3302.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,2478.0,816.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,12.0,0.0,126.0,578.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,0.0,1292.0,1798.0,236.0,0.0,0.0,0.0,0.0,3326.0,0.0,0.0,0.0,0.0,0.0,2462.0,0.0,0.0,0.0,16.0,1160.0,1622.0,496.0,32.0,18.0,802.0,1222.0,1120.0,164.0,3326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,3166.0,0.0,20.0,3166.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,2400.0,766.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,0.0,118.0,570.0,0.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,0.0,1290.0,1626.0,278.0,0.0,0.0,0.0,0.0,3194.0,0.0,0.0,0.0,0.0,0.0,2392.0,0.0,0.0,0.0,8.0,1026.0,1676.0,452.0,32.0,16.0,772.0,1084.0,1172.0,150.0,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,3200.0,0.0,16.0,3200.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,2370.0,830.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,44.0,0.0,124.0,576.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,1318.0,1666.0,240.0,0.0,0.0,0.0,0.0,3224.0,0.0,0.0,0.0,0.0,0.0,2426.0,0.0,0.0,0.0,8.0,1048.0,1654.0,456.0,58.0,12.0,786.0,1104.0,1148.0,174.0,3224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,3200.0,0.0,16.0,3200.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2318.0,882.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.0,0.0,102.0,548.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0,0.0,1264.0,1722.0,238.0,0.0,0.0,0.0,0.0,3224.0,0.0,0.0,0.0,0.0,0.0,2436.0,0.0,0.0,0.0,8.0,1008.0,1692.0,490.0,26.0,12.0,776.0,1114.0,1164.0,158.0,3224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,3040.0,0.0,12.0,3040.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2282.0,758.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,62.0,0.0,74.0,462.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,0.0,1120.0,1698.0,242.0,0.0,0.0,0.0,0.0,3060.0,0.0,0.0,0.0,0.0,0.0,2324.0,0.0,0.0,0.0,0.0,954.0,1650.0,442.0,14.0,4.0,732.0,1082.0,1124.0,118.0,3060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
